dataset=cifar10, noise_type=sym, filp_rate=0.1, seed=1, time=1421
dataset=usps, noise_type=instance, filp_rate=0.1, seed=2, time=7
dataset=usps, noise_type=instance, filp_rate=0.2, seed=2, time=7
dataset=usps, noise_type=instance, filp_rate=0.3, seed=2, time=8
dataset=usps, noise_type=pair, filp_rate=0.1, seed=2, time=7
dataset=usps, noise_type=pair, filp_rate=0.2, seed=2, time=7
dataset=usps, noise_type=pair, filp_rate=0.3, seed=2, time=7
dataset=waveform, noise_type=sym, filp_rate=0.1, seed=2, time=10
dataset=waveform, noise_type=sym, filp_rate=0.2, seed=2, time=10
dataset=waveform, noise_type=sym, filp_rate=0.3, seed=2, time=10
dataset=waveform, noise_type=instance, filp_rate=0.0, seed=2, time=11
dataset=waveform, noise_type=instance, filp_rate=0.1, seed=2, time=10
dataset=waveform, noise_type=instance, filp_rate=0.2, seed=2, time=11
dataset=waveform, noise_type=instance, filp_rate=0.3, seed=2, time=10
dataset=waveform, noise_type=pair, filp_rate=0.1, seed=2, time=11
dataset=waveform, noise_type=pair, filp_rate=0.2, seed=2, time=10
dataset=waveform, noise_type=pair, filp_rate=0.3, seed=2, time=9
dataset=digit1, noise_type=sym, filp_rate=0.1, seed=2, time=8
dataset=digit1, noise_type=sym, filp_rate=0.2, seed=2, time=7
dataset=digit1, noise_type=sym, filp_rate=0.3, seed=2, time=7
dataset=digit1, noise_type=instance, filp_rate=0.0, seed=2, time=8
dataset=digit1, noise_type=instance, filp_rate=0.1, seed=2, time=8
dataset=digit1, noise_type=instance, filp_rate=0.2, seed=2, time=8
dataset=digit1, noise_type=instance, filp_rate=0.3, seed=2, time=7
dataset=digit1, noise_type=pair, filp_rate=0.1, seed=2, time=9
dataset=digit1, noise_type=pair, filp_rate=0.2, seed=2, time=7
dataset=digit1, noise_type=pair, filp_rate=0.3, seed=2, time=8
dataset=cifar10, noise_type=sym, filp_rate=0.1, seed=3, time=177
dataset=cifar10, noise_type=sym, filp_rate=0.2, seed=3, time=174
dataset=cifar10, noise_type=sym, filp_rate=0.3, seed=3, time=173
dataset=cifar10, noise_type=instance, filp_rate=0.0, seed=3, time=182
dataset=cifar10, noise_type=instance, filp_rate=0.1, seed=3, time=185
dataset=cifar10, noise_type=instance, filp_rate=0.2, seed=3, time=180
dataset=cifar10, noise_type=instance, filp_rate=0.3, seed=3, time=185
dataset=cifar10, noise_type=pair, filp_rate=0.1, seed=3, time=179
dataset=cifar10, noise_type=pair, filp_rate=0.2, seed=3, time=174
dataset=cifar10, noise_type=pair, filp_rate=0.3, seed=3, time=175
dataset=xyguassian, noise_type=sym, filp_rate=0.1, seed=3, time=32
dataset=xyguassian, noise_type=sym, filp_rate=0.2, seed=3, time=31
dataset=xyguassian, noise_type=sym, filp_rate=0.3, seed=3, time=32
dataset=xyguassian, noise_type=instance, filp_rate=0.0, seed=3, time=33
dataset=xyguassian, noise_type=instance, filp_rate=0.1, seed=3, time=36
dataset=xyguassian, noise_type=instance, filp_rate=0.2, seed=3, time=33
dataset=xyguassian, noise_type=instance, filp_rate=0.3, seed=3, time=34
dataset=xyguassian, noise_type=pair, filp_rate=0.1, seed=3, time=33
dataset=xyguassian, noise_type=pair, filp_rate=0.2, seed=3, time=31
dataset=xyguassian, noise_type=pair, filp_rate=0.3, seed=3, time=31
dataset=yxguassian, noise_type=sym, filp_rate=0.1, seed=3, time=32
dataset=yxguassian, noise_type=sym, filp_rate=0.2, seed=3, time=30
dataset=yxguassian, noise_type=sym, filp_rate=0.3, seed=3, time=33
dataset=yxguassian, noise_type=instance, filp_rate=0.0, seed=3, time=33
dataset=yxguassian, noise_type=instance, filp_rate=0.1, seed=3, time=34
dataset=yxguassian, noise_type=instance, filp_rate=0.2, seed=3, time=34
dataset=yxguassian, noise_type=instance, filp_rate=0.3, seed=3, time=33
dataset=yxguassian, noise_type=pair, filp_rate=0.1, seed=3, time=31
dataset=yxguassian, noise_type=pair, filp_rate=0.2, seed=3, time=31
dataset=yxguassian, noise_type=pair, filp_rate=0.3, seed=3, time=30
dataset=krkp, noise_type=sym, filp_rate=0.1, seed=3, time=8
dataset=krkp, noise_type=sym, filp_rate=0.2, seed=3, time=8
dataset=krkp, noise_type=sym, filp_rate=0.3, seed=3, time=8
dataset=krkp, noise_type=instance, filp_rate=0.0, seed=3, time=9
dataset=krkp, noise_type=instance, filp_rate=0.1, seed=3, time=8
dataset=krkp, noise_type=instance, filp_rate=0.2, seed=3, time=9
dataset=krkp, noise_type=instance, filp_rate=0.3, seed=3, time=8
dataset=krkp, noise_type=pair, filp_rate=0.1, seed=3, time=8
dataset=krkp, noise_type=pair, filp_rate=0.2, seed=3, time=8
dataset=krkp, noise_type=pair, filp_rate=0.3, seed=3, time=8
dataset=splice, noise_type=sym, filp_rate=0.1, seed=3, time=8
dataset=splice, noise_type=sym, filp_rate=0.2, seed=3, time=9
dataset=splice, noise_type=sym, filp_rate=0.3, seed=3, time=9
dataset=splice, noise_type=instance, filp_rate=0.0, seed=3, time=10
dataset=splice, noise_type=instance, filp_rate=0.1, seed=3, time=9
dataset=splice, noise_type=instance, filp_rate=0.2, seed=3, time=9
dataset=splice, noise_type=instance, filp_rate=0.3, seed=3, time=9
dataset=splice, noise_type=pair, filp_rate=0.1, seed=3, time=9
dataset=splice, noise_type=pair, filp_rate=0.2, seed=3, time=9
dataset=splice, noise_type=pair, filp_rate=0.3, seed=3, time=8
dataset=secstr, noise_type=sym, filp_rate=0.1, seed=3, time=118
dataset=secstr, noise_type=sym, filp_rate=0.2, seed=3, time=116
dataset=secstr, noise_type=sym, filp_rate=0.3, seed=3, time=115
dataset=secstr, noise_type=instance, filp_rate=0.0, seed=3, time=125
dataset=secstr, noise_type=instance, filp_rate=0.1, seed=3, time=130
dataset=secstr, noise_type=instance, filp_rate=0.2, seed=3, time=127
dataset=secstr, noise_type=instance, filp_rate=0.3, seed=3, time=128
dataset=secstr, noise_type=pair, filp_rate=0.1, seed=3, time=118
dataset=secstr, noise_type=pair, filp_rate=0.2, seed=3, time=120
dataset=secstr, noise_type=pair, filp_rate=0.3, seed=3, time=116
dataset=pair0070, noise_type=sym, filp_rate=0.1, seed=3, time=9
dataset=pair0070, noise_type=sym, filp_rate=0.2, seed=3, time=9
dataset=pair0070, noise_type=sym, filp_rate=0.3, seed=3, time=8
dataset=pair0070, noise_type=instance, filp_rate=0.0, seed=3, time=10
dataset=pair0070, noise_type=instance, filp_rate=0.1, seed=3, time=9
dataset=pair0070, noise_type=instance, filp_rate=0.2, seed=3, time=9
dataset=pair0070, noise_type=instance, filp_rate=0.3, seed=3, time=9
dataset=pair0070, noise_type=pair, filp_rate=0.1, seed=3, time=9
dataset=pair0070, noise_type=pair, filp_rate=0.2, seed=3, time=9
dataset=pair0070, noise_type=pair, filp_rate=0.3, seed=3, time=9
dataset=pair0071, noise_type=sym, filp_rate=0.1, seed=3, time=3
dataset=pair0071, noise_type=sym, filp_rate=0.2, seed=3, time=3
dataset=pair0071, noise_type=sym, filp_rate=0.3, seed=3, time=4
dataset=pair0071, noise_type=instance, filp_rate=0.0, seed=3, time=3
dataset=pair0071, noise_type=instance, filp_rate=0.1, seed=3, time=3
dataset=pair0071, noise_type=instance, filp_rate=0.2, seed=3, time=4
dataset=pair0071, noise_type=instance, filp_rate=0.3, seed=3, time=3
dataset=pair0071, noise_type=pair, filp_rate=0.1, seed=3, time=3
dataset=pair0071, noise_type=pair, filp_rate=0.2, seed=3, time=4
dataset=pair0071, noise_type=pair, filp_rate=0.3, seed=3, time=3
dataset=pair0107, noise_type=sym, filp_rate=0.1, seed=3, time=3
dataset=pair0107, noise_type=sym, filp_rate=0.2, seed=3, time=4
dataset=pair0107, noise_type=sym, filp_rate=0.3, seed=3, time=3
dataset=pair0107, noise_type=instance, filp_rate=0.0, seed=3, time=4
dataset=pair0107, noise_type=instance, filp_rate=0.1, seed=3, time=3
dataset=pair0107, noise_type=instance, filp_rate=0.2, seed=3, time=4
dataset=pair0107, noise_type=instance, filp_rate=0.3, seed=3, time=3
dataset=pair0107, noise_type=pair, filp_rate=0.1, seed=3, time=4
dataset=pair0107, noise_type=pair, filp_rate=0.2, seed=3, time=3
dataset=pair0107, noise_type=pair, filp_rate=0.3, seed=3, time=4
dataset=wdbc, noise_type=sym, filp_rate=0.1, seed=3, time=4
dataset=wdbc, noise_type=sym, filp_rate=0.2, seed=3, time=5
dataset=wdbc, noise_type=sym, filp_rate=0.3, seed=3, time=5
dataset=wdbc, noise_type=instance, filp_rate=0.0, seed=3, time=5
dataset=wdbc, noise_type=instance, filp_rate=0.1, seed=3, time=5
dataset=wdbc, noise_type=instance, filp_rate=0.2, seed=3, time=5
dataset=wdbc, noise_type=instance, filp_rate=0.3, seed=3, time=5
dataset=wdbc, noise_type=pair, filp_rate=0.1, seed=3, time=5
dataset=wdbc, noise_type=pair, filp_rate=0.2, seed=3, time=5
dataset=wdbc, noise_type=pair, filp_rate=0.3, seed=3, time=4
dataset=letter, noise_type=sym, filp_rate=0.1, seed=3, time=68
dataset=letter, noise_type=sym, filp_rate=0.2, seed=3, time=70
dataset=letter, noise_type=sym, filp_rate=0.3, seed=3, time=69
dataset=letter, noise_type=instance, filp_rate=0.0, seed=3, time=75
dataset=letter, noise_type=instance, filp_rate=0.1, seed=3, time=71
dataset=letter, noise_type=instance, filp_rate=0.2, seed=3, time=74
dataset=letter, noise_type=instance, filp_rate=0.3, seed=3, time=70
dataset=letter, noise_type=pair, filp_rate=0.1, seed=3, time=72
dataset=letter, noise_type=pair, filp_rate=0.2, seed=3, time=72
dataset=letter, noise_type=pair, filp_rate=0.3, seed=3, time=68
dataset=breastcancer, noise_type=sym, filp_rate=0.1, seed=3, time=4
dataset=breastcancer, noise_type=sym, filp_rate=0.2, seed=3, time=4
dataset=breastcancer, noise_type=sym, filp_rate=0.3, seed=3, time=4
dataset=breastcancer, noise_type=instance, filp_rate=0.0, seed=3, time=3
dataset=breastcancer, noise_type=instance, filp_rate=0.1, seed=3, time=4
dataset=breastcancer, noise_type=instance, filp_rate=0.2, seed=3, time=3
dataset=breastcancer, noise_type=instance, filp_rate=0.3, seed=3, time=4
dataset=breastcancer, noise_type=pair, filp_rate=0.1, seed=3, time=4
dataset=breastcancer, noise_type=pair, filp_rate=0.2, seed=3, time=3
dataset=breastcancer, noise_type=pair, filp_rate=0.3, seed=3, time=4
dataset=coil, noise_type=sym, filp_rate=0.1, seed=3, time=7
dataset=coil, noise_type=sym, filp_rate=0.2, seed=3, time=8
dataset=coil, noise_type=sym, filp_rate=0.3, seed=3, time=7
dataset=coil, noise_type=instance, filp_rate=0.0, seed=3, time=8
dataset=coil, noise_type=instance, filp_rate=0.1, seed=3, time=8
dataset=coil, noise_type=instance, filp_rate=0.2, seed=3, time=8
dataset=coil, noise_type=instance, filp_rate=0.3, seed=3, time=8
dataset=coil, noise_type=pair, filp_rate=0.1, seed=3, time=8
dataset=coil, noise_type=pair, filp_rate=0.2, seed=3, time=7
dataset=coil, noise_type=pair, filp_rate=0.3, seed=3, time=7
dataset=g241c, noise_type=sym, filp_rate=0.1, seed=3, time=8
dataset=g241c, noise_type=sym, filp_rate=0.2, seed=3, time=9
dataset=g241c, noise_type=sym, filp_rate=0.3, seed=3, time=7
dataset=g241c, noise_type=instance, filp_rate=0.0, seed=3, time=8
dataset=g241c, noise_type=instance, filp_rate=0.1, seed=3, time=8
dataset=g241c, noise_type=instance, filp_rate=0.2, seed=3, time=8
dataset=g241c, noise_type=instance, filp_rate=0.3, seed=3, time=8
dataset=g241c, noise_type=pair, filp_rate=0.1, seed=3, time=8
dataset=g241c, noise_type=pair, filp_rate=0.2, seed=3, time=7
dataset=g241c, noise_type=pair, filp_rate=0.3, seed=3, time=8
dataset=iris, noise_type=sym, filp_rate=0.1, seed=3, time=4
dataset=iris, noise_type=sym, filp_rate=0.2, seed=3, time=3
dataset=iris, noise_type=sym, filp_rate=0.3, seed=3, time=4
dataset=iris, noise_type=instance, filp_rate=0.0, seed=3, time=3
dataset=iris, noise_type=instance, filp_rate=0.1, seed=3, time=4
dataset=iris, noise_type=instance, filp_rate=0.2, seed=3, time=3
dataset=iris, noise_type=instance, filp_rate=0.3, seed=3, time=4
dataset=iris, noise_type=pair, filp_rate=0.1, seed=3, time=3
dataset=iris, noise_type=pair, filp_rate=0.2, seed=3, time=3
dataset=iris, noise_type=pair, filp_rate=0.3, seed=3, time=4
dataset=mushroom, noise_type=sym, filp_rate=0.1, seed=3, time=11
dataset=mushroom, noise_type=sym, filp_rate=0.2, seed=3, time=11
dataset=mushroom, noise_type=sym, filp_rate=0.3, seed=3, time=11
dataset=mushroom, noise_type=instance, filp_rate=0.0, seed=3, time=12
dataset=mushroom, noise_type=instance, filp_rate=0.1, seed=3, time=13
dataset=mushroom, noise_type=instance, filp_rate=0.2, seed=3, time=11
dataset=mushroom, noise_type=instance, filp_rate=0.3, seed=3, time=12
dataset=mushroom, noise_type=pair, filp_rate=0.1, seed=3, time=12
dataset=mushroom, noise_type=pair, filp_rate=0.2, seed=3, time=10
dataset=mushroom, noise_type=pair, filp_rate=0.3, seed=3, time=12
dataset=segment, noise_type=sym, filp_rate=0.1, seed=3, time=3
dataset=segment, noise_type=sym, filp_rate=0.2, seed=3, time=4
dataset=segment, noise_type=sym, filp_rate=0.3, seed=3, time=3
dataset=segment, noise_type=instance, filp_rate=0.0, seed=3, time=4
dataset=segment, noise_type=instance, filp_rate=0.1, seed=3, time=4
dataset=segment, noise_type=instance, filp_rate=0.2, seed=3, time=3
dataset=segment, noise_type=instance, filp_rate=0.3, seed=3, time=4
dataset=segment, noise_type=pair, filp_rate=0.1, seed=3, time=4
dataset=segment, noise_type=pair, filp_rate=0.2, seed=3, time=4
dataset=segment, noise_type=pair, filp_rate=0.3, seed=3, time=4
dataset=pair0047, noise_type=sym, filp_rate=0.1, seed=3, time=3
dataset=pair0047, noise_type=sym, filp_rate=0.2, seed=3, time=3
dataset=pair0047, noise_type=sym, filp_rate=0.3, seed=3, time=3
dataset=pair0047, noise_type=instance, filp_rate=0.0, seed=3, time=3
dataset=pair0047, noise_type=instance, filp_rate=0.1, seed=3, time=3
dataset=pair0047, noise_type=instance, filp_rate=0.2, seed=3, time=3
dataset=pair0047, noise_type=instance, filp_rate=0.3, seed=3, time=4
dataset=pair0047, noise_type=pair, filp_rate=0.1, seed=3, time=3
dataset=pair0047, noise_type=pair, filp_rate=0.2, seed=3, time=3
dataset=pair0047, noise_type=pair, filp_rate=0.3, seed=3, time=3
dataset=usps, noise_type=sym, filp_rate=0.1, seed=3, time=7
dataset=usps, noise_type=sym, filp_rate=0.2, seed=3, time=7
dataset=usps, noise_type=sym, filp_rate=0.3, seed=3, time=7
dataset=usps, noise_type=instance, filp_rate=0.0, seed=3, time=7
dataset=usps, noise_type=instance, filp_rate=0.1, seed=3, time=8
dataset=usps, noise_type=instance, filp_rate=0.2, seed=3, time=8
dataset=usps, noise_type=instance, filp_rate=0.3, seed=3, time=7
dataset=usps, noise_type=pair, filp_rate=0.1, seed=3, time=7
dataset=usps, noise_type=pair, filp_rate=0.2, seed=3, time=7
dataset=usps, noise_type=pair, filp_rate=0.3, seed=3, time=7
dataset=waveform, noise_type=sym, filp_rate=0.1, seed=3, time=10
dataset=waveform, noise_type=sym, filp_rate=0.2, seed=3, time=11
dataset=waveform, noise_type=sym, filp_rate=0.3, seed=3, time=9
dataset=waveform, noise_type=instance, filp_rate=0.0, seed=3, time=11
dataset=waveform, noise_type=instance, filp_rate=0.1, seed=3, time=10
dataset=waveform, noise_type=instance, filp_rate=0.2, seed=3, time=11
dataset=waveform, noise_type=instance, filp_rate=0.3, seed=3, time=10
dataset=waveform, noise_type=pair, filp_rate=0.1, seed=3, time=10
dataset=waveform, noise_type=pair, filp_rate=0.2, seed=3, time=10
dataset=waveform, noise_type=pair, filp_rate=0.3, seed=3, time=10
dataset=digit1, noise_type=sym, filp_rate=0.1, seed=3, time=8
dataset=digit1, noise_type=sym, filp_rate=0.2, seed=3, time=7
dataset=digit1, noise_type=sym, filp_rate=0.3, seed=3, time=8
dataset=digit1, noise_type=instance, filp_rate=0.0, seed=3, time=7
dataset=digit1, noise_type=instance, filp_rate=0.1, seed=3, time=9
dataset=digit1, noise_type=instance, filp_rate=0.2, seed=3, time=7
dataset=digit1, noise_type=instance, filp_rate=0.3, seed=3, time=8
dataset=digit1, noise_type=pair, filp_rate=0.1, seed=3, time=8
dataset=digit1, noise_type=pair, filp_rate=0.2, seed=3, time=7
dataset=digit1, noise_type=pair, filp_rate=0.3, seed=3, time=8
dataset=cifar10, noise_type=sym, filp_rate=0.1, seed=4, time=173
dataset=cifar10, noise_type=sym, filp_rate=0.2, seed=4, time=174
dataset=cifar10, noise_type=sym, filp_rate=0.3, seed=4, time=175
dataset=cifar10, noise_type=instance, filp_rate=0.0, seed=4, time=180
dataset=cifar10, noise_type=instance, filp_rate=0.1, seed=4, time=180
dataset=cifar10, noise_type=instance, filp_rate=0.2, seed=4, time=186
dataset=cifar10, noise_type=instance, filp_rate=0.3, seed=4, time=183
dataset=cifar10, noise_type=pair, filp_rate=0.1, seed=4, time=175
dataset=cifar10, noise_type=pair, filp_rate=0.2, seed=4, time=177
dataset=cifar10, noise_type=pair, filp_rate=0.3, seed=4, time=171
dataset=xyguassian, noise_type=sym, filp_rate=0.1, seed=4, time=31
dataset=xyguassian, noise_type=sym, filp_rate=0.2, seed=4, time=31
dataset=xyguassian, noise_type=sym, filp_rate=0.3, seed=4, time=31
dataset=xyguassian, noise_type=instance, filp_rate=0.0, seed=4, time=33
dataset=xyguassian, noise_type=instance, filp_rate=0.1, seed=4, time=34
dataset=xyguassian, noise_type=instance, filp_rate=0.2, seed=4, time=33
dataset=xyguassian, noise_type=instance, filp_rate=0.3, seed=4, time=35
dataset=xyguassian, noise_type=pair, filp_rate=0.1, seed=4, time=31
dataset=xyguassian, noise_type=pair, filp_rate=0.2, seed=4, time=32
dataset=xyguassian, noise_type=pair, filp_rate=0.3, seed=4, time=31
dataset=yxguassian, noise_type=sym, filp_rate=0.1, seed=4, time=31
dataset=yxguassian, noise_type=sym, filp_rate=0.2, seed=4, time=31
dataset=yxguassian, noise_type=sym, filp_rate=0.3, seed=4, time=30
dataset=yxguassian, noise_type=instance, filp_rate=0.0, seed=4, time=33
dataset=yxguassian, noise_type=instance, filp_rate=0.1, seed=4, time=33
dataset=yxguassian, noise_type=instance, filp_rate=0.2, seed=4, time=34
dataset=yxguassian, noise_type=instance, filp_rate=0.3, seed=4, time=34
dataset=yxguassian, noise_type=pair, filp_rate=0.1, seed=4, time=31
dataset=yxguassian, noise_type=pair, filp_rate=0.2, seed=4, time=30
dataset=yxguassian, noise_type=pair, filp_rate=0.3, seed=4, time=31
dataset=krkp, noise_type=sym, filp_rate=0.1, seed=4, time=8
dataset=krkp, noise_type=sym, filp_rate=0.2, seed=4, time=9
dataset=krkp, noise_type=sym, filp_rate=0.3, seed=4, time=8
dataset=krkp, noise_type=instance, filp_rate=0.0, seed=4, time=8
dataset=krkp, noise_type=instance, filp_rate=0.1, seed=4, time=9
dataset=krkp, noise_type=instance, filp_rate=0.2, seed=4, time=8
dataset=krkp, noise_type=instance, filp_rate=0.3, seed=4, time=8
dataset=krkp, noise_type=pair, filp_rate=0.1, seed=4, time=9
dataset=krkp, noise_type=pair, filp_rate=0.2, seed=4, time=8
dataset=krkp, noise_type=pair, filp_rate=0.3, seed=4, time=8
dataset=splice, noise_type=sym, filp_rate=0.1, seed=4, time=9
dataset=splice, noise_type=sym, filp_rate=0.2, seed=4, time=8
dataset=splice, noise_type=sym, filp_rate=0.3, seed=4, time=10
dataset=splice, noise_type=instance, filp_rate=0.0, seed=4, time=9
dataset=splice, noise_type=instance, filp_rate=0.1, seed=4, time=9
dataset=splice, noise_type=instance, filp_rate=0.2, seed=4, time=9
dataset=splice, noise_type=instance, filp_rate=0.3, seed=4, time=9
dataset=splice, noise_type=pair, filp_rate=0.1, seed=4, time=9
dataset=splice, noise_type=pair, filp_rate=0.2, seed=4, time=9
dataset=splice, noise_type=pair, filp_rate=0.3, seed=4, time=9
dataset=secstr, noise_type=sym, filp_rate=0.1, seed=4, time=114
dataset=secstr, noise_type=sym, filp_rate=0.2, seed=4, time=115
dataset=secstr, noise_type=sym, filp_rate=0.3, seed=4, time=115
dataset=secstr, noise_type=instance, filp_rate=0.0, seed=4, time=132
dataset=secstr, noise_type=instance, filp_rate=0.1, seed=4, time=125
dataset=secstr, noise_type=instance, filp_rate=0.2, seed=4, time=122
dataset=secstr, noise_type=instance, filp_rate=0.3, seed=4, time=128
dataset=secstr, noise_type=pair, filp_rate=0.1, seed=4, time=121
dataset=secstr, noise_type=pair, filp_rate=0.2, seed=4, time=121
dataset=secstr, noise_type=pair, filp_rate=0.3, seed=4, time=116
dataset=pair0070, noise_type=sym, filp_rate=0.1, seed=4, time=9
dataset=pair0070, noise_type=sym, filp_rate=0.2, seed=4, time=9
dataset=pair0070, noise_type=sym, filp_rate=0.3, seed=4, time=8
dataset=pair0070, noise_type=instance, filp_rate=0.0, seed=4, time=9
dataset=pair0070, noise_type=instance, filp_rate=0.1, seed=4, time=9
dataset=pair0070, noise_type=instance, filp_rate=0.2, seed=4, time=9
dataset=pair0070, noise_type=instance, filp_rate=0.3, seed=4, time=9
dataset=pair0070, noise_type=pair, filp_rate=0.1, seed=4, time=9
dataset=pair0070, noise_type=pair, filp_rate=0.2, seed=4, time=9
dataset=pair0070, noise_type=pair, filp_rate=0.3, seed=4, time=8
dataset=pair0071, noise_type=sym, filp_rate=0.1, seed=4, time=4
dataset=pair0071, noise_type=sym, filp_rate=0.2, seed=4, time=3
dataset=pair0071, noise_type=sym, filp_rate=0.3, seed=4, time=3
dataset=pair0071, noise_type=instance, filp_rate=0.0, seed=4, time=4
dataset=pair0071, noise_type=instance, filp_rate=0.1, seed=4, time=3
dataset=pair0071, noise_type=instance, filp_rate=0.2, seed=4, time=3
dataset=pair0071, noise_type=instance, filp_rate=0.3, seed=4, time=4
dataset=pair0071, noise_type=pair, filp_rate=0.1, seed=4, time=3
dataset=pair0071, noise_type=pair, filp_rate=0.2, seed=4, time=3
dataset=pair0071, noise_type=pair, filp_rate=0.3, seed=4, time=4
dataset=pair0107, noise_type=sym, filp_rate=0.1, seed=4, time=3
dataset=pair0107, noise_type=sym, filp_rate=0.2, seed=4, time=4
dataset=pair0107, noise_type=sym, filp_rate=0.3, seed=4, time=3
dataset=pair0107, noise_type=instance, filp_rate=0.0, seed=4, time=3
dataset=pair0107, noise_type=instance, filp_rate=0.1, seed=4, time=4
dataset=pair0107, noise_type=instance, filp_rate=0.2, seed=4, time=4
dataset=pair0107, noise_type=instance, filp_rate=0.3, seed=4, time=3
dataset=pair0107, noise_type=pair, filp_rate=0.1, seed=4, time=4
dataset=pair0107, noise_type=pair, filp_rate=0.2, seed=4, time=3
dataset=pair0107, noise_type=pair, filp_rate=0.3, seed=4, time=4
dataset=wdbc, noise_type=sym, filp_rate=0.1, seed=4, time=4
dataset=wdbc, noise_type=sym, filp_rate=0.2, seed=4, time=5
dataset=wdbc, noise_type=sym, filp_rate=0.3, seed=4, time=5
dataset=wdbc, noise_type=instance, filp_rate=0.0, seed=4, time=5
dataset=wdbc, noise_type=instance, filp_rate=0.1, seed=4, time=5
dataset=wdbc, noise_type=instance, filp_rate=0.2, seed=4, time=5
dataset=wdbc, noise_type=instance, filp_rate=0.3, seed=4, time=5
dataset=wdbc, noise_type=pair, filp_rate=0.1, seed=4, time=5
dataset=wdbc, noise_type=pair, filp_rate=0.2, seed=4, time=4
dataset=wdbc, noise_type=pair, filp_rate=0.3, seed=4, time=5
dataset=letter, noise_type=sym, filp_rate=0.1, seed=4, time=70
dataset=letter, noise_type=sym, filp_rate=0.2, seed=4, time=69
dataset=letter, noise_type=sym, filp_rate=0.3, seed=4, time=74
dataset=letter, noise_type=instance, filp_rate=0.0, seed=4, time=73
dataset=letter, noise_type=instance, filp_rate=0.1, seed=4, time=73
dataset=letter, noise_type=instance, filp_rate=0.2, seed=4, time=72
dataset=letter, noise_type=instance, filp_rate=0.3, seed=4, time=72
dataset=letter, noise_type=pair, filp_rate=0.1, seed=4, time=71
dataset=letter, noise_type=pair, filp_rate=0.2, seed=4, time=68
dataset=letter, noise_type=pair, filp_rate=0.3, seed=4, time=69
dataset=breastcancer, noise_type=sym, filp_rate=0.1, seed=4, time=3
dataset=breastcancer, noise_type=sym, filp_rate=0.2, seed=4, time=4
dataset=breastcancer, noise_type=sym, filp_rate=0.3, seed=4, time=4
dataset=breastcancer, noise_type=instance, filp_rate=0.0, seed=4, time=3
dataset=breastcancer, noise_type=instance, filp_rate=0.1, seed=4, time=4
dataset=breastcancer, noise_type=instance, filp_rate=0.2, seed=4, time=3
dataset=breastcancer, noise_type=instance, filp_rate=0.3, seed=4, time=4
dataset=breastcancer, noise_type=pair, filp_rate=0.1, seed=4, time=3
dataset=breastcancer, noise_type=pair, filp_rate=0.2, seed=4, time=4
dataset=breastcancer, noise_type=pair, filp_rate=0.3, seed=4, time=4
dataset=coil, noise_type=sym, filp_rate=0.1, seed=4, time=7
dataset=coil, noise_type=sym, filp_rate=0.2, seed=4, time=8
dataset=coil, noise_type=sym, filp_rate=0.3, seed=4, time=7
dataset=coil, noise_type=instance, filp_rate=0.0, seed=4, time=8
dataset=coil, noise_type=instance, filp_rate=0.1, seed=4, time=8
dataset=coil, noise_type=instance, filp_rate=0.2, seed=4, time=8
dataset=coil, noise_type=instance, filp_rate=0.3, seed=4, time=7
dataset=coil, noise_type=pair, filp_rate=0.1, seed=4, time=8
dataset=coil, noise_type=pair, filp_rate=0.2, seed=4, time=8
dataset=coil, noise_type=pair, filp_rate=0.3, seed=4, time=8
dataset=g241c, noise_type=sym, filp_rate=0.1, seed=4, time=8
dataset=g241c, noise_type=sym, filp_rate=0.2, seed=4, time=8
dataset=g241c, noise_type=sym, filp_rate=0.3, seed=4, time=7
dataset=g241c, noise_type=instance, filp_rate=0.0, seed=4, time=8
dataset=g241c, noise_type=instance, filp_rate=0.1, seed=4, time=8
dataset=g241c, noise_type=instance, filp_rate=0.2, seed=4, time=8
dataset=g241c, noise_type=instance, filp_rate=0.3, seed=4, time=8
dataset=g241c, noise_type=pair, filp_rate=0.1, seed=4, time=8
dataset=g241c, noise_type=pair, filp_rate=0.2, seed=4, time=8
dataset=g241c, noise_type=pair, filp_rate=0.3, seed=4, time=7
dataset=iris, noise_type=sym, filp_rate=0.1, seed=4, time=4
dataset=iris, noise_type=sym, filp_rate=0.2, seed=4, time=3
dataset=iris, noise_type=sym, filp_rate=0.3, seed=4, time=4
dataset=iris, noise_type=instance, filp_rate=0.0, seed=4, time=3
dataset=iris, noise_type=instance, filp_rate=0.1, seed=4, time=4
dataset=iris, noise_type=instance, filp_rate=0.2, seed=4, time=3
dataset=iris, noise_type=instance, filp_rate=0.3, seed=4, time=3
dataset=iris, noise_type=pair, filp_rate=0.1, seed=4, time=4
dataset=iris, noise_type=pair, filp_rate=0.2, seed=4, time=3
dataset=iris, noise_type=pair, filp_rate=0.3, seed=4, time=4
dataset=mushroom, noise_type=sym, filp_rate=0.1, seed=4, time=11
dataset=mushroom, noise_type=sym, filp_rate=0.2, seed=4, time=11
dataset=mushroom, noise_type=sym, filp_rate=0.3, seed=4, time=12
dataset=mushroom, noise_type=instance, filp_rate=0.0, seed=4, time=12
dataset=mushroom, noise_type=instance, filp_rate=0.1, seed=4, time=11
dataset=mushroom, noise_type=instance, filp_rate=0.2, seed=4, time=12
dataset=mushroom, noise_type=instance, filp_rate=0.3, seed=4, time=12
dataset=mushroom, noise_type=pair, filp_rate=0.1, seed=4, time=12
